ID  объявления,Количество комнат,Тип,Метро,Адрес,"Площадь, м2",Дом,Парковка,Цена,Телефоны,Описание,Ремонт,"Площадь комнат, м2",Балкон,Окна,Санузел,Можно с детьми/животными,Дополнительно,Название ЖК,Серия дома,"Высота потолков, м",Лифт,Мусоропровод,Ссылка на объявление
221685703,"3, Изолированная",Квартира,м. Университет (4 мин пешком),"Москва, Ломоносовский проспект, 23",78.0/54.0/10.0,"3/9, Кирпичный",,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79327199110,"Bilingual agent. Expats welcome. Contact agent in Сian chat. Registration not possible. Owner lives abroad. 

Превосходная квартира со всем необходимым для комфортного проживания. Все 3 комнаты изолированные. Кровать перенесена из большой комнаты с диваном в маленькую. Метро в двух шагах. 
Регистрацию не делают. На звонки не всегда есть возможность ответить. В чате отвечу в течение нескольких часов. 

Квартира актуальна . Для записи на просмотр пожалуйста ответьте на несколько вопросов в чате Циана:

* На сколько месяцев рассматриваете аренду квартиры?
* Полный состав проживающих и их возраст?
* Кем друг другу приходитесь?
* Какое гражданство у всех проживающих?
* Животные - количество и порода
* Причина переезда с предыдущего места жительства
* Сфера деятельности 
* Удобные вам дата и время для просмотра?

Я сверюсь с критериями собственника и вернусь к вам с ответом. Благодарю за внимание и интерес к данной квартире., 13 фото",Косметический,,,На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Холодильник, Интернет",,,,Пасс (1),Да,https://www.cian.ru/rent/flat/221685703
316953406,"2, Оба варианта",Квартира,м. Академическая (10 мин пешком),"Москва, улица Ивана Бабушкина, 13К1",63.1/40.0/6.0,"2/5, Кирпичный",открытая,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230727750,"Арт. 102781633 Просторная с дизайнерским ремонтом
 двушка большая гостиная комната объединена с кухней сдается в пешей доступности от метро ""Академическая"" на длительный срок. Квартира оборудована всем необходимым, в том числе посудомоечной машиной и кондиционерами, все окна квартиры выходят в тихий двор с деревьями и детской площадкой. Чистый подъезд с широкими лестницами, хорошие соседи.
 
 Высокие потолки более трех метров дают ощущение простора, а толстые кирпичные стены обеспечивают тепло зимой и прохладу летом. Большой десятиметровый коридор, просторная ванная, большая спальня и совмещенная кухня - гостиная площадью 30 кв.метров. Ремонт делали для себя, все очень продуманно, использованы качественные материалы, имеется много мест для хранения. Район давно обжитой, рядом с домом в шаговой доступности имеется вся необходимая инфраструктура для жизни.
 
 Юридическая чистота и безопасность сделки гарантируется работой по стандартам Гильдии риэлторов., 23 фото",Дизайнерский,18.5-21.5,,Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,,,https://www.cian.ru/rent/flat/316953406
313693937,"2, Изолированная",Квартира,м. Новые Черёмушки (6 мин пешком),"Москва, Новочеремушкинская улица, 60К2",85.0/40.0/12.0,7/14,,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79893118213, +79161947289","Номер лота - 3516707
Знаменитый ЖК ""Царское Село"". Просторная квартира с изолированными комнатами. Есть все необходимое для комфортного проживания.  На лестничной площадке две квартиры, тамбур. Вид из окон во двор. 
Большой зеленый двор с вековыми елями. Обустроенные детские и спортивные площадки. Вся необходимая инфраструктура находится в шаговой доступности: средняя общеобразовательная школа с изучением иностранных, в тч китайского, языков. Спортивная школа Самбо 70 и музыкальная школа, детские садики, сетевые магазины и кафе.
 Удобная транспортная доступность. ИНКОМ-Арбатское., 19 фото",Косметический,22-18,,,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,,,"Пасс (1), Груз (1)",,https://www.cian.ru/rent/flat/313693937
315442799,"2, Изолированная",Квартира,м. Новаторская (15 мин пешком),"Москва, Ленинский проспект, 78",65.0/42.0/8.0,"4/8, Сталинский",наземная,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79386612340,"БЕЗ КОМИССИИ ДЛЯ АРЕНДАТОРА.

Предлагается шикарная квартира в сталинском доме в престижном районе Москвы. В квартире выполнен качественный ремонт в современном европейском стиле. Планировка квартиры: гостиная, спальни, совм. санузел (ванна), просторная прихожая. Квартира полностью меблирована и укомплектована  цифровое ТВ, Интернет, кондиционеры, современная бытовая техника. КВАРТИРА ГОТОВА К ЗАСЕЛЕНИЮ. Оперативный показ., 15 фото",Евроремонт,,,На улицу и двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,2.8,,,https://www.cian.ru/rent/flat/315442799
314095760,2,Квартира,м. Университет (7 мин пешком),"Москва, проспект Вернадского, 11/19",56.0/36.0/10.0,3/9,наземная,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79851586311,"Договор с собственником. Предлагаем в аренду отличный объект недвижимости для комфортной жизни! Шаговая доступность от метро, развитая инфраструктура. Квартира с ЕВРО ремонтом, есть все необходимое для комфортного проживания, ПММ, кондиционер, комнаты ИЗОЛИРОВАННЫЕ, санузел совмещен, балкон. Много места для хранения вещей. Качественная входная дверь. Чистый подъезд. Во дворе дома оборудована детская площадка, парковочные места есть всегда. Ухоженная  придомовая территория. Квартира готова к заселению, сдается на длительный срок. Юридическое сопровождение договора аренды: анализ необходимой документации, согласование проекта договора аренды с потенциальным арендатором! ОПЕРАТИВНЫЙ ПРОСМОТР! МЫ ЖДЕМ ИМЕННО ВАС!, 8 фото",Евроремонт,,Балкон (1),Во двор,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,Пасс (1),Да,https://www.cian.ru/rent/flat/314095760
317474208,"2, Оба варианта",Квартира,м. Ленинский проспект (8 мин пешком),"Москва, Ленинский проспект, 41/2",45.0/30.0/10.0,"8/9, Кирпичный",наземная,"95000.0 руб./ За месяц, Залог - 95000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79162139209,"квартира в кирпичном доме со аренами 90 см, виды на две стороны: двор/улицу, спальная комната во двор, где очень тихо и зелено и можно спать с открытым окнам, квартира для для пары или одного человека, много солнца, очень классные соседи - тихие, мирные, собственник один очень адекватная, парковка во дворе под шлагбаум, в подъезде и во всем доме  сделан капитальный ремонт., 50 фото",Евроремонт,,,На улицу и двор,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Телевизор, Холодильник",,,2.7,Пасс (1),Да,https://www.cian.ru/rent/flat/317474208
245689151,2,Квартира,м. Ленинский проспект (19 мин пешком),"Москва, Ленинский проспект, 44",60.0,"4/8, Кирпичный",подземная,"95000.0 руб./ За месяц, Залог - 95000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79850486287,"Длительный срок аренды. Просторная квартира после ремонта с наличием всей мебели и бытовой техники. Есть кондиционер. Большая кухня. Окна на улицу. Развитая инфраструктура района. Рассмотрим без маленьких детей и животных., 16 фото",Евроремонт,,,На улицу,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,,,Пасс (1),Да,https://www.cian.ru/rent/flat/245689151
204777358,"2, Изолированная",Квартира,м. Академическая (3 мин пешком),"Москва, Профсоюзная улица, 5/9",88.0/46.0/12.0,"3/9, Блочный",,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79851631230, +79851632076","Блочный дом. Тамбур на 2 квартиры. Высота потолка 3,20 м. Окна выходят на Профсоюзную улицу (3 окна). Новые стеклопакеты. Въезд во-двор через шлагбаум, Охраняемый двор, консьерж. Парковка внутренняя во дворе, есть личное машиноместо! В квартире большой холл, гостиная, спальня. В спальне есть гардеробная комната. Кондиционеры. Есть горничная (от собственника). В квартире - дизайнерский евроремонт! Полы: плитка (мрамор) в Зале, в спальне - ламинат. Электрический подогрев пола. СУ раздельный (джакузи, есть бойлер). Встроенный кухонный гарнитур., 19 фото",Дизайнерский,,,На улицу,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,,2.64,Пасс (1),Да,https://www.cian.ru/rent/flat/204777358
317559842,"2, Изолированная",Квартира,м. Университет (17 мин пешком),"Москва, Университетский проспект, 5",55.0/32.0/10.0,"7/14, Кирпичный",наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - На несколько месяцев, Предоплата 1 мес",+79160604887,"Сдаётся  ( на короткий срок : от месяца до трех на летний период) уютная двухкомнатная квартира на Университетском проспекте, 5, в Москве Общая площадь квартиры составляет 55 кв. м, жилая — 32 кв. м, кухня — 10 кв. м. Квартира расположена на 7 этаже 14-этажного кирпичного дома, построенного в 1957 году. Высокие потолки - 3 метра.

Квартира с евроремонтом, полностью готова к проживанию. В комнатах и на кухне есть вся необходимая мебель, а также современная техника: кондиционер, холодильник, посудомоечная машина, телевизор и стиральная машина 
До метро Университет можно дойти пешком за 15 минут. Это идеальное место для комфортной жизни в столице.

Условия аренды: требуется залог и предоплата. Квартира сдаётся на  срок от 1 месяца до 3-х месяцев , возможно снять квартиру с 20 мая до 30 августа.   Стоимость аренды обговаривается дополнительно в зависимости от срока аренды. Комиссия агентства составляет  30 % от стоимости аренды. Рассматриваются семьи и пары без животных.

Приглашаем вас на ..., 21 фото",Евроремонт,,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,3.0,Пасс (2),Да,https://www.cian.ru/rent/flat/317559842
304541210,2,Квартира,м. Университет (11 мин пешком),"Москва, Ленинский проспект, 72/2",65.0/40.0/9.0,"5/10, Кирпичный",наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79893124538,"Сдается на длительный срок 2-х комнатная квартира с 3-мя комнатами. 
Изолированная спальня с застекленным балконом, новый ортопедический матрас. 
Имеется вся необходимая качественная мебель и техника. 2 дивана раскладываются! 
Высокие потолки. Большие пластиковые окна REHAU, которые выходят на тихий сквер, поэтому звука дороги совсем не слышно. 2 выхода из подъезда. 
Пешком до метро Университет 9 минут. Приличный район, вся инфраструктура.
Рассмотрим семью, можно с ребёнком или 2-х одиночек. Без животных! Звоните, 33 фото",Евроремонт,,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,3.0,Пасс (2),Да,https://www.cian.ru/rent/flat/304541210
314140823,2,Квартира,м. Университет (18 мин пешком),"Москва, улица Панферова, 8",45.0/10.0,6/9,,"60000.0 руб./ За месяц, Залог - 60000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79852428614,"ЕВРОДВУШКА! Замечательная квартира с хорошим ремонтом студийной планировки. Кухня-гостинная и отдельная спальня.  В наличии вся необходимая мебель и бытовая техника. Обсуждается покупка новой стиральной машины.   6-ой этаж 9-ти этажного кирпичного дома. 15 минут пешком до метро Университет. Скоро открытие новой станции Вавиловская  в 200 метрах. Тихий двор. Приглашаем порядочных, платежеспособных арендаторов . Состав обсуждается. Не более 3-х человек. Подробности по телефону. ЗВОНИТЕ!, 17 фото",Косметический,,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,Пасс (1),,https://www.cian.ru/rent/flat/314140823
305642182,"2, Изолированная",Квартира,м. Университет (13 мин пешком),"Москва, Молодежная улица, 4",52.0/32.0/8.5,"2/8, Кирпичный",,"60000.0 руб./ За месяц, Залог - 15000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79852651460,"Я собственник. Не агентство. Сдам 2-х комнатную квартиру на длительный срок. До метро Университет - пешком 12-15 мин. Также близко пешком МГУ и университет им. Губкина.
В квартире имеется вся техника (телевизоры, холодильник, морозильный ларь, микроволновка, стиральная машина, вентилятор и кондиционер, Wi-Fi).
Залог - по договорённости (минимальный). Счётчики и интернет - дополнительно.
С агентами не сотрудничаю. В услугах агентов не нуждаюсь., 9 фото",Косметический,,,,Раздельный (1),Можно с детьми,"Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,3.0,Пасс (1),Да,https://www.cian.ru/rent/flat/305642182
317800755,"2, Смежная",Квартира,м. Академическая (4 мин пешком),"Москва, проспект 60-летия Октября, 23К2",38.0/24.0/6.0,4/4,наземная,"60000.0 руб./ За месяц, Залог - 60000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79166011680,"Сдается уютная 2-комнатная квартира в 4 минутах пешком от метро ""Академическая"". Общая площадь — 38 кв. м, жилая — 24 кв. м, кухня — 6 кв. м. Квартира расположена на последнем, 4 этаже дома, благодаря чему вы сможете наслаждаться тишиной и отсутствием соседей сверху.
.

В квартире сделан косметический ремонт, что создает приятную атмосферу для жизни. В одной из комнат и на кухне установлена необходимая мебель, поэтому вам не придется заботиться о покупке. Из техники есть кондиционер и холодильник — все для вашего комфорта. Санузел совмещенный, оборудован ванной. Окна квартиры выходят во двор, а значит, вас не будут беспокоить уличные шумы. Также есть балкон, где можно отдохнуть после рабочего дня.

Дом находится в хорошем состоянии, на территории предусмотрена наземная парковка. Район насыщен инфраструктурой: рядом расположены школы, детские сады, клиники и магазины, что делает эту квартиру особенно удобной для семей с детьми. Все необходимые учреждения находятся в шаговой доступности. ..., 14 фото",Косметический,,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Кондиционер, Холодильник",,,,,,https://www.cian.ru/rent/flat/317800755
313487490,2,Квартира,м. Профсоюзная (6 мин пешком),"Москва, Профсоюзная улица, 11/11",50.2/27.5/8.0,"5/9, Кирпичный",наземная,"60500.0 руб./ За месяц, Залог - 60500 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79858855042,"Предлагаемая квартира находится в спокойном и тихом районе. Квартира оборудована всей необходимой мебелью и бытовой техникой для комфортного проживания. В квартире имеется отдельная спальня, гостиная, кухня и ванная комната. Также есть балкон с видом на зеленый двор. Развитая инфраструктура: магазины, кафе, рестораны, аптеки, банки  и общественный транспорт-все в шаговой доступности. Для личного транспорта есть огороженная наземная парковка.
Рассмотрим всех платежеспособных., 14 фото",Косметический,,Балкон (1),Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Холодильник",,,3.0,Пасс (1),Да,https://www.cian.ru/rent/flat/313487490
