ID  объявления,Количество комнат,Тип,Метро,Адрес,"Площадь, м2",Дом,Парковка,Цена,Телефоны,Описание,Ремонт,"Площадь комнат, м2",Балкон,Окна,Санузел,Можно с детьми/животными,Дополнительно,Название ЖК,Серия дома,"Высота потолков, м",Лифт,Мусоропровод,Ссылка на объявление
317835408,2,Квартира,м. Тульская (12 мин пешком),"Москва, Павловская улица, 21",49.0,"9/14, Кирпичный",наземная,"80000.0 руб./ За месяц, Залог - 80000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79820870192,"Предлагается в аренду 2-комнатная квартира в добротном доме в шаговой доступности от метро Тульская.
Квартира полностью готова к заселению, оснащена всем необходимым для проживания: кухня оборудована техникой и мебелью, имеется телевизор, Комнаты изолированы и разделены: в одной комнате имеется угловой вместительный шкаф, есть рабочие зоны, диван.
Раздельный санузел с ванной, в комнате прихожая с зоной хранения.
рассмотрим добропорядочных и платежеспособных нанимателей, пары, семью с ребенком, двух женщин.
бонусом к квартире идет парковочное место за шлагбаумом.
Показ оперативно по договоренности., 20 фото",Косметический,,Лоджия (1),На улицу и двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,2.7,Пасс (2),Да,https://www.cian.ru/rent/flat/317835408
317067937,"2, Изолированная",Квартира,м. Тульская (12 мин пешком),"Москва, 2-я Рощинская улица, 11",40.7/18.0/17.0,"8/9, Кирпичный",наземная,"80000.0 руб./ За месяц, Залог - 85000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79104891525, +79150066289","Сдаётся уютная 2-комнатная Евродвушка площадью 40,7 кв. м на 8 этаже 9-этажного дома. Квартира расположена в пешей доступности от метро Тульская — всего 5 минут прогулки. До станции метро Шаболовка - всего 10 минут быстрым шагом.

В квартире выполнен дизайнерский ремонт, создающий атмосферу уюта и гармонии. Изолированная уютная спальня 18 кв.м., стильная просторная кухня-гостиная 17 кв.м. В комнате есть вся необходимая корпусная мебель, телевизор, раскладной диван, кондиционер, шкаф-купе, гладильная доска с утюгом. Кухня-гостиная меблирована и оборудована современной техникой: кондиционер, холодильник,  стол, стулья и диван. Ванная комната оборудована душевой кабиной, гигиеническим душем и стиральной машиной. Окна выходят во двор, что обеспечивает тишину и спокойствие. Есть балкон для приятных вечерних посиделок.

Дом находится в хорошем состоянии, чистый подъезд, есть пассажирский лифт и мусоропровод. Для автомобилей предусмотрена наземная парковка, поэтому можно не беспокоиться о мес ..., 24 фото",Дизайнерский,,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,2.7,Пасс (1),Да,https://www.cian.ru/rent/flat/317067937
317165258,"3, Изолированная",Квартира,м. Коломенская (7 мин пешком),"Москва, Нагатинская улица, 24",63.0/29.0/7.0,"2/4, Панельный",наземная,"83300.0 руб./ За месяц, Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79855844817,"Квартира сдаётся через сервис ""ПИК-Аренда"" — её можно посмотреть когда Вам удобно: бронируете время, забираете ключи или встречаетесь с нашим представителем и спокойно осматриваете. Если всё понравится, договор подпишем онлайн и будем поддерживать Вас на всех этапах аренды.

Сдаётся светлая 3-комнатная квартира с евроремонтом и совмещённым санузлом, без депозита! Квартира оборудована всей необходимой для проживания мебелью и техникой: есть кухонный гарнитур, плита, кондиционер, телевизор, стиральная машина, холодильник, утюг. Проведён интернет с Wi-Fi и подключено кабельное/цифровое ТВ. Окна выходят во двор, на север. Есть бесплатная парковка.

Собственник готов заселить не более 3 взрослых жильцов с детьми, обсудить оформление временной регистрации или заключить договор с юридическим лицом. Можно с кошкой. 

Дом находится в районе с развитой инфраструктурой: в пешей доступности - продуктовые супермаркеты, школы, детские сады, медицинские учреждения, аптеки, кафе, салоны красоты. Недал ..., 16 фото",Евроремонт,14-6-9,,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,2.8,Пасс (1),,https://www.cian.ru/rent/flat/317165258
316523824,"2, Изолированная",Квартира,м. Дубровка (17 мин пешком),"Москва, улица Симоновский Вал, 18",43.8/32.8/6.0,"5/8, Кирпичный",наземная,"84900.0 руб./ За месяц, Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79843216214,"Квартира сдаётся через сервис ""ПИК-Аренда"" — её можно посмотреть когда Вам удобно: бронируете время, забираете ключи или встречаетесь с нашим представителем и спокойно осматриваете. Если всё понравится, договор подпишем онлайн и будем поддерживать Вас на всех этапах аренды.

Просторная 2-комнатная квартира с хорошим ремонтом, гардеробной и застеклённым балконом. Сдаётся без депозита! Есть вся необходимая мебель и техника для комфортного проживания: плита, духовой шкаф, пылесос, холодильник, 2 телевизора, стиральная машина, микроволновка, утюг, кондиционер. Интернет проведён. Окна выходят во двор.

Собственник готов заселить не более 2 взрослых жильцов и заключить договор с юридическим лицом. С домашним питомцем нельзя.

В районе развитая инфраструктура, в пешей доступности от дома — поликлиника, аптека, детский сад, школа, банки, салоны красоты, продуктовые супермаркеты, рестораны, ТЦ Дубровка и Мозаика. В 10 минутах пешком — набережная Москвы-реки.

В 15 минутах пешком — м. Дубровка и ..., 23 фото",Евроремонт,13-20,Балкон (1),Во двор,Совмещенный (1),Можно с животными,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,2.6,Пасс (1),,https://www.cian.ru/rent/flat/316523824
316885645,"2, Изолированная",Квартира,м. Шаболовская (7 мин пешком),"Москва, улица Лестева, 21К2",50.0/30.0/10.0,"1/5, Кирпичный",наземная,"85000.0 руб./ За месяц, Залог - 85000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79881943502,"Сдаётся двухкомнатная квартира в историческом центре Москвы, на улице Лестева. Общая площадь квартиры составляет 50 кв. м, жилая площадь — 30 кв. м, а кухня — 10 кв. м. Квартира расположена на первом этаже пятиэтажного кирпичного дома, построенного в 1928 году. Высокие потолки в 3 метра делают пространство более воздушным и светлым. До станции метро ""Шаболовская"" всего 7 минут пешком.

В квартире выполнен косметический ремонт, что позволяет вам сразу заехать и жить с комфортом. В кухне и комнате есть вся необходимая мебель, на кухне установлена современная техника: кондиционер, холодильник, посудомоечная и стиральная машины. Санузел раздельный, в ванной комнате есть ванна. Подключён интернет, что позволит вам оставаться на связи и работать удалённо.

Дом в хорошем. Для автовладельцев предусмотрена наземная парковка. Район тихий и зелёный, что делает проживание здесь особенно приятным.

В пешей доступности находятся школы, детские сады, клиники и магазины, что обеспечивает удобство для  ..., 14 фото",Косметический,,,,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Холодильник, Интернет",,,3.0,Пасс (1),Да,https://www.cian.ru/rent/flat/316885645
310014862,2,Квартира,м. Покровское (23 мин пешком),"Москва, 6-я Радиальная улица, 7/6к3",54.8/35.0/11.0,"11/18, Кирпичный",подземная,"90000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79175213116,"Сдаю  уютную  двухкомнатную квартиру с дизайнерским ремонтом на длительный срок.
Общей  площадью   54.8 кв.м, жилая площадь — 35 кв.м, площадь кухни — 11 кв.м.+балкон.
Квартира расположена на 11 этаже 18-этажного дома.
Квартира оборудована всем необходимым для комфортного проживания. В ней сделан качественный дизайнерский ремонт с использованием современных материалов. Рядом расположены магазины, где можно купить все необходимое. ВСЁ НОВОЕ!!!, 29 фото",Дизайнерский,,Балкон (1),На улицу и двор,"Совмещенный (1), Раздельный (1)",Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет","Царицыно-2, 2021",,2.8,"Пасс (2), Груз (1)",Нет,https://www.cian.ru/rent/flat/310014862
315662149,2,Квартира,м. Царицыно (5 мин на машине),"Москва, 6-я Радиальная улица, 5к3",56.0/24.0/20.0,13/16,наземная,"97000.0 руб./ За месяц, Залог - 97000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79852917328,"СДАЕТСЯ ВПЕРВЫЕ  

Предлагается просторная квартира в тихом и благополучном районе! Квартира создана под себя дизайнером !
Вся мебель и техника высокого качества , дорогая, для комфортного проживания имеется,все  необходимое,
экологически чистый район с развитой инфраструктурой.                                 
 Расположенность, в доме есть небольшой магазин со всем необходимым.                                 
Рядом школа, детский сад, поликлиника.,в шаговой доступности, всё, что нужно для жизни.       

Заселение день в день!                                 
По всем вопросам звонить 24/7., 27 фото",Дизайнерский,,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",Царицыно,,,"Пасс (2), Груз (2)",,https://www.cian.ru/rent/flat/315662149
311227185,3,Квартира,м. Тульская (18 мин пешком),"Москва, Загородное шоссе, 3К1",74.0/50.0/7.8,"3/5, Кирпичный",наземная,"100000.0 руб./ За месяц, Залог - 100000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79892034886,"Предлагаем Вашему вниманию просторную светлую прекрасную квартиру. Сделан капитальный ремонт из дорогостоящих материалов, новая мебель и техника. Никто не жил. В каждой комнате кондиционер, 3 жилых комнаты. Есть все для комфортной жизни, балкон остеклен, въезд во двор-автоматические ворота. Развитая инфраструктура, магазины, школы, детский парк, пруд Бекет, прогулочные зоны. Ближайшее метро Крымская в пешей доступности, до метро Тульская 2 остановки транспортом. Звоните, оперативный показ., 21 фото",Евроремонт,,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,3.0,,,https://www.cian.ru/rent/flat/311227185
309466342,2,Квартира,м. Дубровка (14 мин пешком),"Москва, улица Симоновский Вал, 24К1",45.0/30.0/7.0,"7/8, Кирпичный",наземная,"66000.0 руб./ За месяц, Залог - 66000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79850430015,"Сдаётся двухкомнатная квартира. Комнаты изолированные, в каждой комнате шкаф и диван. На кухне кухонный гарнитур с бытовой техникой, в том числе посудомоечная машина. Санузел раздельный. Балкон застеклен., 24 фото",Косметический,,Балкон (1),На улицу,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Холодильник, Интернет",,,3.2,Пасс (1),Да,https://www.cian.ru/rent/flat/309466342
317911584,2,Квартира,м. Аннино (21 мин пешком),"Москва, Дорожная улица, 46к1",35.0/11.0,"4/33, Кирпичный",,"70000.0 руб./ За месяц, Залог - 70000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230770487,"Предлагается 2-комнатная квартира общей площадью 35 м² в ЖК ""Ютаново"" недалеко от станции метро ""Аннино"". Для комфортного проживания в наличии имеется вся необходимая мебель, а также кондиционер. Кухонный гарнитур оснащен посудомоечной машиной, духовой печью. Подключена стиральная машина. Окна обращены во двор, обеспечивая тишину.

 - Сдаётся впервые после ремонта.
 - Можно с детьми.

 - Объект представляет агент Capital Mars - Елизавета.
 - ID объекта 863390., 16 фото",,,,Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Стиральная машина, Кондиционер, Посудомоечная машина, Интернет",Ютаново,,2.6,,,https://www.cian.ru/rent/flat/317911584
317714512,"2, Смежная",Квартира,м. Дубровка (16 мин пешком),"Москва, улица Симоновский Вал, 22К2",43.0/28.0/5.0,"6/8, Кирпичный",,"70000.0 руб./ За месяц, Залог - 70000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230794206,"Предлагается двухкомнатная квартира в кирпичном доме в 12-13 минутах от метро ""Дубровка"". Гостиная с застекленным балконом и спальня располагают удобной мебелью. Кухонный гарнитур укомплектован современной техникой, включая духовую печь. Оборудованы раздельная ванная и гардеробная. Установлен кондиционер.

Во дворе можно припарковать авто. Отличная инфраструктура поблизости: магазины, кафе, салоны красоты, школы, детсады, медклиники, спорткомплекс и стадион. Недалеко - гипермаркет, торговые центры и фитнес. Удобный выезд на ТТК, Садовое кольцо и набережную.

 - Страховой депозит можно оплатить 2-мя частями.
 - Квартиру представляет агент Capital Mars - Алексей.
 - ID объекта 110597., 14 фото",,,Балкон (1),На улицу,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Интернет",,,2.7,Пасс (1),,https://www.cian.ru/rent/flat/317714512
317408118,"2, Изолированная",Квартира,м. Царицыно (5 мин на машине),"Москва, 6-я Радиальная улица, 5к3",63.0/32.0/11.0,"15/15, Кирпичный",наземная,"72000.0 руб./ За месяц, Залог - 72000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79339368472,"Собственник.


Предлагается в аренду двухкомнатная квартира площадью 63 кв. м, расположенная на 15 этаже кирпичного дома. Высота потолков составляет 2.8 метра. В доме есть два лифта: пассажирский и грузовой.

Квартира укомплектована необходимой техникой: есть кондиционер, холодильник и стиральная машина. Планировка включает в себя кухню площадью 11 кв. м и жилую площадь 32 кв. м. В наличии один санузел раздельный с ванной и один балкон. Окна выходят как во двор, так и на улицу.

Дом в хорошем состоянии, с наземной парковкой для жильцов. Рядом с домом находятся все необходимые объекты инфраструктуры: школы, детские сады, клиники и магазины. До ближайших остановок общественного транспорта можно дойти за несколько минут.

Подходящий вариант для семьи или пары.
-----
Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону, 13 фото",Косметический,,Балкон (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными","Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Холодильник","Царицыно, 2013",,2.8,"Пасс (1), Груз (1)",Да,https://www.cian.ru/rent/flat/317408118
317624379,"2, Изолированная",Квартира,м. Тульская (8 мин пешком),"Москва, Малая Тульская улица, 6",42.0/25.0/7.0,"4/9, Кирпичный",,"73000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79154332236, +79339376326","Квартира только что после ремонта. Уютная, чистая, со всей необходимой для комфортного проживания мебелью и бытовой техникой. Хозяева великолепные, рассмотрят всех приличных клиентов. Звоните уважаемые клиенты, расскажу всё подробно. Нина., 21 фото",Косметический,,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,2.64,Пасс (1),Да,https://www.cian.ru/rent/flat/317624379
316684439,"2, Изолированная",Квартира,м. Коломенская (6 мин пешком),"Москва, проспект Андропова, 17к1",42.8/6.0,"4/9, Кирпичный",,"77000.0 руб./ За месяц, Залог - 60000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79151959726,"945671  ВПЕРВЫЕ СДАЕТСЯ квартира с обновленным ремонтом в пешей доступности от М.Коломенская ( 5 минут)

СВЕЖИЙ ремонт

Вся необходимая мебель и техника

Удобная транспортная развязка

В пешей доступности усадьба "" Коломенское "" ( 10 минут)

Развитая инфраструктура

Квартира, где оборудована спальная комната с мебелью. Гостиная, где можно обустроить зону для отдыха. Рядом есть автобусная остановка, метро. Удобное расположение от живописной набережной. Возле дома есть престижная школа и детский сад.

Звоните! Оперативный показ в удобное для вас время!, 10 фото",Евроремонт,,Балкон (1),,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Холодильник, Интернет",,,,,Да,https://www.cian.ru/rent/flat/316684439
316415509,2,Квартира,м. Серпуховская (12 мин пешком),"Москва, Большая Серпуховская улица, 62",71.0/30.0/10.0,"3/8, Кирпичный",наземная,"78000.0 руб./ За месяц, Залог - 50000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79893112822,"Сдаётся уютная двухкомнатная квартира в Москве на Большой Серпуховской улице. Общая площадь — 71 кв. м, жилая — 30 кв. м, кухня — 10 кв. м. Квартира находится на 3 этаже 8-этажного кирпичного дома 1960 года постройки. Потолки высокие, 3 метра, что добавляет пространства и света. Окна выходят во двор, поэтому в квартире всегда тихо и спокойно.

В квартире косметический ремонт, что делает её свежей и уютной. Есть вся необходимая мебель: и на кухне, и в комнате. Для вашего комфорта установлены кондиционер, холодильник, телевизор и стиральная машина. В санузле — душевая кабина. Балкон также в наличии, что приятно для любителей свежего воздуха.

Дом в хорошем состоянии, с пассажирским лифтом и наземной парковкой.

В пешей доступности находятся школы, детские сады, клиники и магазины. До метро ""Серпуховская"" всего 10 минут пешком, что удобно для поездок по городу.
 Квартира подходит для проживания пары или семьи.

Приглашаем вас на просмотр! Записывайтесь, чтобы оценить все достоинства этой  ..., 11 фото",Косметический,,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,3.0,Пасс (1),Да,https://www.cian.ru/rent/flat/316415509
