ID  объявления,Количество комнат,Тип,Метро,Адрес,"Площадь, м2",Дом,Парковка,Цена,Телефоны,Описание,Ремонт,"Площадь комнат, м2",Балкон,Окна,Санузел,Можно с детьми/животными,Дополнительно,Название ЖК,Серия дома,"Высота потолков, м",Лифт,Мусоропровод,Ссылка на объявление
161441826,"2, Изолированная",Квартира,м. Белорусская (14 мин пешком),"Москва, Скаковая улица, 18А",45.0/28.0/7.0,"5/5, Кирпичный",наземная,"55000.0 руб./ За месяц, Залог - 55000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79945058140,"Предлагается в аренду на длительный  срок двухкомнатная квартира с изолированными комнатами. Окна во двор.  Развитая инфраструктура района. Страховой депозит можно разбить на две части. Рассмотрят Всех приличных и платежеспособных., 26 фото",Косметический,,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон",,,,,Да,https://www.cian.ru/rent/flat/161441826
161988606,"2, Изолированная",Квартира,м. Окружная (3 мин пешком),"Москва, 3-й Нижнелихоборский проезд, 16К1",58.0/35.0/10.0,"9/14, Кирпичный",наземная,"65000.0 руб./ За месяц, Залог - 65000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79337869110, +79390149462","ДИЗАЙНЕРСКИЙ РЕМОНТ! Заселение с 26 мая, ПРОСМОТРЫ 23 Мая!
Рядом три метро: МЦК Окружная-4, МЦД Окружная- 3 минуты пешком, метро Окружная- 3 мин. пешком, м. Петровско-Разумовская 14 мин. пешком. Сдаётся квартира в отличной локации!  Хороший дом. Необычная пларировка;  Вход в спальню через санузел. В гостиную нет дверей.  Кухня изолированная просторная. Уютная, светлая, тёплая квартира с мебелью и техникой: холодильник, пылесос, микроволновка, плита, новая стиральная машина с сушкой, аудио/аппаратура, 2 ТВ, кино-театр с колонками. Красивый санузел, есть Ванная и Душевая! Кирпичный дом с эркерами, после ремонта. Консьерж, домофон. Окна выходят на тихий зеленый двор. 
 Сдаётся на длительный срок, от года! Без животных и детей! Проверенный вариант! ЛУЧШЕ НЕ НАЙДЁТЕ!!!, 24 фото",Дизайнерский,,Лоджия (1),Во двор,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,2.8,"Пасс (1), Груз (1)",Да,https://www.cian.ru/rent/flat/161988606
317801670,"2, Изолированная",Квартира,м. Тимирязевская (8 мин пешком),"Москва, улица Костякова, 15",43.0/27.0/6.0,6/9,наземная,"68000.0 руб./ За месяц, Залог - 68000 руб., Коммунальные услуги включены, Срок аренды - На несколько месяцев, Предоплата 1 мес",+79853909688,"Сдается светлая и уютная 2-х квартиру в доме по адресу Москва, ул, Костякова,  дом 1. Квартира находится на 6 этаже из 9 кирпичного дома. Дом находится в пяти минутах пешком от м. Тимирязевская.  Общая площадь  43 кв.м, жилая площадь  27 кв.м., комнаты изолированные. Квартира благоустроена всей необходимой бытовой техникой и мебелью, в квартире много света и открытого пространства. В квартире имеются встроенные шкафы, балкон, хорошая звуко- и теплоизоляция, а также комфортная температура во всех зонах проживания в любое время года. Отличная социальная и торговая инфраструктура, рядом с домом великолепный парк Дубки.  Собственник постарался учесть все детали, чтобы сделать ваше проживание максимально приятным и комфортным., 15 фото",Евроремонт,,Балкон (1),Во двор,,,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,Пасс (1),,https://www.cian.ru/rent/flat/317801670
317254926,"2, Изолированная",Квартира,м. Динамо (14 мин пешком),"Москва, Петровско-Разумовский проезд, 7",47.0/34.0/6.0,5/9,наземная,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79850112372,"Просьба звонить  до 17 часов. после пишите. 
Без комиссий.      Сдается 2 комнатная квартира, комнаты изолированы.   Балкон не застеклен.    Есть мебель и бытовая техника.    Есть подсобное помещение.         Санузел раздельный.    Квартира солнечная теплая,  установлен кондиционер.
Возможно с кошкой., 14 фото",Косметический,,Балкон (1),,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Холодильник",,,,Пасс (1),Да,https://www.cian.ru/rent/flat/317254926
317699445,"2, Оба варианта",Квартира,м. Аэропорт (6 мин пешком),"Москва, улица Черняховского, 9К4",41.0/28.0/5.0,9/12,наземная,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79339382185,"Сдаётся уютная двухкомнатная квартира в шаговой доступности от метро ""Аэропорт"". Общая площадь — 41 кв.м, жилая площадь — 28 кв.м. Квартира расположена на 9 этаже 12-этажного дома, окна выходят на улицу. В доме есть пассажирский и грузовой лифты, поэтому можно легко подняться с любой ношей.

Квартира с евроремонтом, полностью готова к проживанию. В комнатах и на кухне есть вся необходимая мебель. Из техники — кондиционер, холодильник, телевизор и стиральная машина. На кухне — удобная рабочая зона. В санузле установлена ванна, что позволит расслабиться после рабочего дня. Есть лоджия, где можно устроить зону отдыха или хранить сезонные вещи.

Дом ухоженный и чистый, с наземной парковкой для вашего удобства. Есть мусоропровод, поэтому можно забыть про хлопоты с выносом мусора. 

Район с развитой инфраструктурой. В шаговой доступности — школы, детские сады, клиники и магазины. Отличное транспортное сообщение: всего 6 минут пешком до метро ""Аэропорт"", что позволяет быстро добраться до цент ..., 22 фото",Евроремонт,,Лоджия (1),На улицу,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,"Пасс (1), Груз (1)",Да,https://www.cian.ru/rent/flat/317699445
317114296,"2, Изолированная",Квартира,м. Динамо (14 мин пешком),"Москва, Беговая улица, 26",66.0/36.0/10.0,12/13,наземная,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79161769818,"Договор с собственником. Предлагаем в аренду отличный объект недвижимости для комфортной жизни! Сдается впервые. Шаговая доступность от метро, развитая инфраструктура. Дом огорожен, въезд через кпп, охрана подъезда и машины. Квартира с евро ремонтом, есть все необходимое для комфортного проживания, комнаты ИЗОЛИРОВАННЫЕ, санузел совмещен, лоджия. Много места для хранения вещей. Можно маленьких животных в клетке. Качественная входная дверь. Чистый подъезд, консьерж. Во дворе дома оборудована детская площадка, парковочные места есть всегда. Ухоженная  придомовая территория. Квартира готова к заселению, сдается на длительный срок. Депозит можно разделить на 2 платежа.  Юридическое сопровождение договора аренды: анализ необходимой документации, согласование проекта договора аренды с потенциальным арендатором! ОПЕРАТИВНЫЙ ПРОСМОТР! МЫ ЖДЕМ ИМЕННО ВАС!, 7 фото",Евроремонт,,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,"Пасс (1), Груз (1)",Да,https://www.cian.ru/rent/flat/317114296
235352985,2,Квартира,м. Войковская (2 мин пешком),"Москва, Ленинградское шоссе, 15",55.0/35.0/9.0,"6/10, Кирпичный",,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79101375230,"ВНИМАНИЕ! НЕ УПУСТИТЕ! С 25 апреля сдается на длительный срок шикарная  2-х комнатная квартира, комнаты изолированы, просторные, светлые. Хороший добротный сталинский дом! Есть все необходимое для проживания: диван, 2-х спальная кровать, холодильник, стиральная машина, шкафы. Вокруг развитая инфраструктура на любой вкус: магазины, банки, школы, парк, детские сады, фитнес-клубы. Метро Войковская в 2 минутах ходьбы ! Хотим видеть порядочных, платежеспособных без животных. Звоните! Будем рады сотрудничеству! Просмотры возможны ранее по предварительной договоренности!, 11 фото",Косметический,,,Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,Пасс (1),Да,https://www.cian.ru/rent/flat/235352985
317082455,"2, Изолированная",Квартира,м. Дмитровская (14 мин пешком),"Москва, Башиловская улица, 19",42.9/26.7/6.0,7/9,наземная,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230716013,"Сдам чистую, двухкомнатную квартиру, на длительный срок, в шаговой доступности от  3 станций метро Дмитровская / Савёловская / Петровский парк. Изолированная спальня.  Квартира в отличном состоянии, оснащена всей необходимой для комфортного проживания мебелью и техникой от ведущих производителей. Кондиционеры, посудомойка, теплые полы. Застекленная лоджия. Окна во двор. Развитая инфраструктура и транспортное сообщение района.  Чистый подъезд. Порядочные соседи. Отличный собственник. Оперативный показ., 25 фото",Евроремонт,,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет, Телефон",,,,Пасс (1),Да,https://www.cian.ru/rent/flat/317082455
316209198,2,Квартира,м. Петровский Парк (17 мин пешком),"Москва, улица 1-я 8 Марта, 3",48.0/30.0/7.0,5/9,наземная,"75000.0 руб./ За месяц, Залог - 75000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79339381003,"Сдается двухкомнатная квартира(полустудия, одна комната совмещена с кухней). В квартире есть все необходимое для проживания. Квартира расположена в очень зеленом районе с хорошо развитой инфраструктурой, все в пешей доступности(магазины, поликлиники, фитнес центры, и тд.).  Район недалеко от центра города, удобно добираться до любой точки центра города., 10 фото",Евроремонт,,Лоджия (1),Во двор,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,,Пасс (1),Да,https://www.cian.ru/rent/flat/316209198
225133069,3,Квартира,м. Полежаевская (12 мин пешком),"Москва, улица Зорге, 16",61.0/36.0/8.0,"6/8, Кирпичный",наземная,"78000.0 руб./ За месяц, Залог - 78000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230756855,"Сдается 3х комнатная квартира на ул.Зорге, квартира спланирована по схеме - большая кухня-гостиная и две спальни, есть все необходимая мебель и бытовая техника. Есть тихий двор с детской площадкой и сквером, чистый подъезд после ремонта. В соседнем доме большая библиотека, рядом много магазинов, 5 минут пешком до большого парка Березовая роща, 10 минут до парка Ходынское поле. Без животных., 15 фото",Косметический,,Балкон (1),На улицу,Раздельный (1),,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Интернет",,,3.0,Пасс (1),Да,https://www.cian.ru/rent/flat/225133069
317593677,"2, Изолированная",Квартира,м. Войковская (18 мин пешком),"Москва, Ленинградское шоссе, 36К2",56.8/43.0/9.0,"5/5, Кирпичный",наземная,"80000.0 руб./ За месяц, Залог - 85000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес","+79682445418, +79230717529","Роскошная 2-комнатная сталинка у парка — ваш идеальный дом в Москве! 

 Ленинградское шоссе, 36к2(5 мин до м. Войковская, 7 мин до МЦК)  

 О квартире:
 58,6 м² с изолированными комнатами уют и комфорт для семьи или пары  
 Сталинский дом (5 этаж, без лифта) с высокими потолками 3,2 м и толстыми стенами зимой тепло, летом прохладно 
 Современный ремонт+ вся необходимая мебель и техника (кондиционеры, стиральная машина, микроволновка, гидромассажная ванна)  
 Тихие соседи, зелёный двор с детской площадкой  безопасность и спокойствие  

 Окружение:
 5 минут до живописного парка Покровское-Стрешнево
 1 остановка до метро Войковская, 7 мин пешком до МЦК отличная транспортная доступность  

 Дополнительно:
 АКАДО (ТВ + интернет) уже подключено  
 Всё для комфортной жизни: утюг, посуда, мебель  заезжайте и живите!  

 Идеально для тех, кто ценит:
 Тишину и уют сталинского дома  
 Удобную локацию рядом с парком и метро  
 Полную готовность к заселению ничего докупать не нужно!  
3 месяца лета ..., 9 фото",Евроремонт,,,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,3.2,,Да,https://www.cian.ru/rent/flat/317593677
279491652,2,Квартира,м. Аэропорт (13 мин пешком),"Москва, Часовая улица, 14",46.0/30.0/7.0,"2/5, Кирпичный",,"80000.0 руб./ За месяц, Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79834781162,"Внимание! Сдаётся на длительный срок светлая и уютная квартира в капитальном кирпичном доме. Квартира в отличном состоянии готовая к проживанию, укомплектована всей необходимой мебелью и техникой. Застекленный балкон. Дом с тихим двором находится в старом  благоустроенном районе Москвы, с давно сложившейся инфраструктурой. Шикарный Тимирязевский парк в 5 минутах пешком. Фитнесс центры на выбор. Множество ТЦ и магазинов и конечно же Ленинградский рынок! ТЦ  Баку  с кинотеатрами, магазинами и Фудкортом.  
Домашний интернет с wi-fi роутером и скоростью 100 Мбит/сек с частотой 2,4 МГц от МТС, а также кабельное ТВ . Без животных. Показ в любое удобное для вас время. Без залога!, 14 фото",Евроремонт,,Балкон (1),Во двор,Совмещенный (1),,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,,,Нет,https://www.cian.ru/rent/flat/279491652
312191489,2,Квартира,м. Сокол (16 мин пешком),"Москва, 2-я Песчаная улица, 6к4",50.7/32.0/8.3,"2/6, Кирпичный",наземная,"85000.0 руб./ За месяц, Залог - 85000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79851811264,"Залог можно разбить на 2 платежа. Предлагается квартира в одном из лучших районов города. Дом с лифтом. Квартира в хорошем состоянии. Имеется вся необходимая мебель и бытовая техника. Комнаты изолированные. Санузел раздельный. Установлен автоматический водонагреватель. Без балкона. Развитая инфраструктура: рядом магазины, торговые центры, парк, сквер. Пешая доступность до 3х станций метро. Парковка во дворе. Тихий зелёный двор., 10 фото",Косметический,,,Во двор,Раздельный (1),Можно с детьми,"Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",,,3.0,Пасс (1),,https://www.cian.ru/rent/flat/312191489
295417743,"2, Изолированная",Квартира,м. Полежаевская (5 мин пешком),"Москва, улица Зорге, 6к2",56.0/38.0/9.0,"6/10, Кирпичный",,"85000.0 руб./ За месяц, Залог - 90000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес",+79230704021,"Сдается ухоженная двухкомнатная квартира с изолированными комнатами в сталинском доме. Есть все необходимое для комфортного проживания, включая кондиционеры и посудомоечную машину.
Чистый подъезд, приличные соседи, тихий зеленый двор. Развитая инфраструктура района: школы, детские сады, поликлиники, банки. Рядом 3 станции метро:
Зорге 7 минут пешком, Полежаевская 7 минут пешком, Сокол 10 минут пешком. В пешей доступности Березовая роща, ТЦ Авиапарк, стадион ЦСКА. Оперативный показ и заезд с 13 мая., 19 фото",Косметический,,,Во двор,Раздельный (1),"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",,,3.0,Пасс (1),Да,https://www.cian.ru/rent/flat/295417743
